name,enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,baseCurrency,quoteCurrency,underlying,restricted,highLeverageFeeExempt,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h
"DENT/USD",true,false,0.000001,100,100,0.002542,0.002529,0.00255,0.002542,"spot","DENT","USD","",false,true,0.009932459276916964,0.035859820700896494,0.04095004095004095,2623.1933,2623.1933
"DKNG-0924",true,false,0.005,0.01,0.01,52.085,50.79,51.36,51.36,"future","","","DKNG",true,false,0,0,0,0,0
"DKNG/USD",true,false,0.005,0.01,0.01,51.2,50.91,51.4,51.2,"spot","DKNG","USD","",true,true,0,0,0,0,0
"DMG-PERP",true,false,0.001,0.1,0.1,0.042,0.041,0.042,0.042,"future","","","DMG",false,false,-0.023255813953488372,0,0,8208.1024,8208.1024
"DMG/USD",true,false,0.001,0.1,0.1,0.042,0.042,0.043,0.042,"spot","DMG","USD","",false,true,0,0.024390243902439025,0.024390243902439025,2802.3839,2802.3839
"DMG/USDT",true,false,0.001,0.1,0.1,0.042,0.042,0.044,0.042,"spot","DMG","USDT","",false,true,0,0,0,87.5488,87.541514188864
"DODO-PERP",true,false,0.0005,0.1,0.1,0.9365,0.9365,0.9405,0.9365,"future","","","DODO",false,false,0.006989247311827957,0.07767548906789414,0.07953890489913544,225006.30585,225006.30585
"DODO/USD",true,false,0.0005,0.1,0.1,0.912,0.9335,0.944,0.9335,"spot","DODO","USD","",false,true,0.009734991887506761,0.07856730213749277,0.07237219988512349,13218.7168,13218.7168
"DOGE-PERP",true,false,5e-7,1,1,0.248439,0.24844,0.2484925,0.24844,"future","","","DOGE",false,false,-0.00206664269977044,0.0063066310762587945,0.008930275624286776,92999803.436342,92999803.436342
"DOGE-0924",true,false,5e-7,1,1,0.251113,0.249611,0.250078,0.250078,"future","","","DOGE",false,false,-0.001606911516066121,0.008736971183323115,0.011834774410992382,274870.4988875,274870.4988875
"DOGE/BTC",true,false,1e-8,1,1,0.00000701,0.000007,0.00000702,0.00000701,"spot","DOGE","BTC","",false,true,-0.0014245014245014246,-0.018207282913165267,-0.011283497884344146,1.75662199,62308.15656797728
"DOGE/USD",true,false,5e-7,1,1,0.248592,0.248549,0.2486535,0.248592,"spot","DOGE","USD","",false,true,-0.0018570232619767963,0.00697533114594726,0.009994637024035883,4988694.5338445,4988694.5338445
"DOGE/USDT",true,false,5e-7,1,1,0.2486055,0.2484995,0.2486275,0.2486055,"spot","DOGE","USDT","",false,true,-0.0008861614140001447,0.00800180025300853,0.011068227294171236,874713.1391735,874640.345546058
"DOT-PERP",true,false,0.001,0.1,0.1,16.075,16.072,16.073,16.073,"future","","","DOT",false,false,0.007964379781763451,0.03124598999101758,0.03670020639834881,26405061.1841,26405061.1841
"DOT-0924",true,false,0.001,0.1,0.1,16.151,16.126,16.147,16.147,"future","","","DOT",false,false,0.009376758142151654,0.03221888384580963,0.037925049816802725,233866.4241,233866.4241
"DRGN-PERP",true,false,0.1,0.001,0.001,3260.1,3257.6,3262.7,3260.1,"future","","","DRGN",false,false,-0.0014701828539924653,0.015639116483379546,0.022295390404515524,544063.9897,544063.9897
"DRGN-0924",true,false,0.1,0.001,0.001,3211.4,3180.6,3187.2,3187.2,"future","","","DRGN",false,false,-0.0015350396290843018,0.017169847450054253,0.023112480739599383,96670.8935,96670.8935
"EGLD-PERP",true,false,0.005,0.01,0.01,93.53,93.27,93.35,93.35,"future","","","EGLD",false,false,-0.0022445489525438223,0.033719063174796525,0.008153788001511961,3575786.64255,3575786.64255
"EMB/USD",true,false,0.00001,10,10,0.19201,0.192,0.1923,0.19201,"spot","EMB","USD","",false,true,-0.00005207790855119258,-0.04047773724451552,0.00999421387617695,56804.1585,56804.1585
"ENJ-PERP",true,false,0.00005,1,1,1.18435,1.1829,1.1843,1.1843,"future","","","ENJ",false,false,-0.0032403316079619576,0.0521499644633973,0.03278974448417197,4914320.98215,4914320.98215
"ENJ/USD",true,false,0.00005,1,1,1.184,1.1836,1.1851,1.184,"spot","ENJ","USD","",false,true,-0.003953899217632708,0.05043694273166837,0.03090988245537658,295750.3367,295750.3367
"EOS-PERP",true,false,0.00025,0.1,0.1,4.119,4.11725,4.11875,4.11875,"future","","","EOS",false,false,-0.0020594827064025685,0.026223994020181884,0.018610114999381724,37218076.477375,37218076.477375
"EOS-0924",true,false,0.00025,0.1,0.1,4.15875,4.152,4.15475,4.15475,"future","","","EOS",false,false,-0.0031789827255278313,0.02706878437673815,0.020509671476819157,441767.73875,441767.73875
"ETC-PERP",true,false,0.0005,0.1,0.1,57.393,57.3225,57.338,57.338,"future","","","ETC",false,false,-0.0029214342851180746,0.005603444496084604,0.00946294486844306,48995592.0359,48995592.0359
"ETH-PERP",true,false,0.1,0.001,0.001,2354.1,2354.1,2354.2,2354.1,"future","","","ETH",false,true,0.01064697548619757,0.06260720411663807,0.05631338059768465,1324316429.8579,1324316429.8579
"ETH-0924",true,false,0.1,0.001,0.001,2391.1,2389.1,2389.4,2389.4,"future","","","ETH",false,false,0.010146275471379048,0.06626801731447186,0.05683577336458932,27536748.4008,27536748.4008
"ETH-1231",true,false,0.1,0.001,0.001,2426.7,2426.2,2427.1,2426.7,"future","","","ETH",false,false,0.00952658291039188,0.0643887889819729,0.05453676342777681,7052995.277,7052995.277
"ETH/BRZ",true,false,1,0.0001,0.0001,12133,12009,12052,12052,"spot","ETH","BRZ","",false,true,0.0123477530449391,0.0633492147520734,0.0606353955821526,664356.1739,130080.93884962
"ETH/BTC",true,false,0.0000025,0.001,0.001,0.066425,0.06641,0.0664225,0.0664225,"spot","ETH","BTC","",false,true,0.01276968819089731,0.03550549536207031,0.03292901018583314,248.839544095,8826448.35487648
"ETH/EUR",true,false,0.1,0.001,0.001,2002.3,1985.1,1990.8,1990.8,"spot","ETH","EUR","",false,true,0.013955383518386473,0.06459893048128343,0.060289731572219854,54158.7155,64178.0778675
"ETH/USD",true,false,0.1,0.001,0.001,2354.8,2354.8,2354.9,2354.8,"spot","ETH","USD","",false,true,0.011034305096389163,0.06277925711964616,0.056627479134882884,204360790.1051,204360790.1051
"ETH/USDT",true,false,0.1,0.001,0.001,2355.4,2353.7,2354.7,2354.7,"spot","ETH","USDT","",false,true,0.01081777205408886,0.06340604254166102,0.057199299600413055,16965475.5841,16964063.71722189
"ETHE-0924",true,false,0.001,0.1,0.1,21,20.811,23.218,21,"future","","","ETHE",true,false,0,0,0,0,0
"ETHE/USD",true,false,0.001,0.1,0.1,23.116,23.31,23.36,23.31,"spot","ETHE","USD","",true,true,0.00917828383409819,0.06350944429236244,0.05723875181422351,1847.9684,1847.9684
"EUR/USD",true,false,0.0001,1,1,1.1856,1.1855,1.1856,1.1856,"spot","EUR","USD","",false,true,0,-0.00008433836552247617,0.00016871941960519654,151504.8541,151504.8541
"EXCH-PERP",true,false,0.1,0.001,0.001,6570.2,6566.2,6574,6570.2,"future","","","EXCH",false,false,0.0009597952436813479,0.014342395751316135,0.013325518985779944,1732990.6573,1732990.6573
"EXCH-0924",true,false,0.1,0.001,0.001,6526.9,6500.5,6513,6513,"future","","","EXCH",false,false,0.0014607519028215577,0.018229003814645737,0.017624449235961376,296688.2286,296688.2286
"FB-0924",true,false,0.01,0.01,0.01,356.14,352.46,356.5,356.14,"future","","","FB",true,false,0,0.0027310865219472365,0.0027310865219472365,35.614,35.614
"FB/USD",true,false,0.01,0.01,0.01,355.57,353.38,355.53,355.53,"spot","FB","USD","",true,true,0,0.006112573223533407,0.006112573223533407,219.1611,219.1611
"FIDA-PERP",true,false,0.0001,1,1,1.7985,1.8076,1.8171,1.8076,"future","","","FIDA",false,false,0.005059772032249096,0.016705101524270207,0.025181488203266787,1546.5236,1546.5236
"FIDA/USD",true,false,0.00001,1,1,1.8224,1.81939,1.82333,1.8224,"spot","FIDA","USD","",false,true,0.004375957585176857,0.020517874742406593,0.03197164116561151,11197.0814,11197.0814
"FIDA/USDT",true,false,0.00001,1,1,1.82097,1.81105,1.82555,1.82097,"spot","FIDA","USDT","",false,true,0.00799322457971913,0.023793326399235374,0.03327999455263516,5995.64577,5995.14681235902
"FIL-PERP",true,false,0.005,0.1,0.1,59.22,59.195,59.215,59.215,"future","","","FIL",false,false,-0.007126089872568746,0.0045805411824582235,0.008000680909013532,5204800.023,5204800.023
"FIL-0924",true,false,0.005,0.1,0.1,59.41,59.365,59.675,59.41,"future","","","FIL",false,false,-0.006521739130434782,0.0034625453931255807,0.008059726817680496,206800.029,206800.029
"FLM-PERP",true,false,0.0005,0.1,0.1,0.3875,0.384,0.387,0.387,"future","","","FLM",false,false,0.0078125,0.021108179419525065,0.04736129905277402,296583.5064,296583.5064
"FLOW-PERP",true,false,0.005,0.01,0.01,11.085,11.07,11.08,11.08,"future","","","FLOW",false,false,0.007730786721236926,0.09001475651746188,0.029261495587552252,10932487.3872,10932487.3872
"FRONT/USD",true,false,0.00005,1,1,0.57925,0.57805,0.5793,0.57925,"spot","FRONT","USD","",false,true,-0.00821847444568102,0.026038437693738377,-0.001379191449013016,3918.95995,3918.95995
"FRONT/USDT",true,false,0.00005,1,1,0.578,0.57795,0.5795,0.578,"spot","FRONT","USDT","",false,true,-0.010612803834303321,0.020390149174684437,-0.0051635111876075735,7688.20705,7687.567237409299
"FTM-PERP",true,false,0.00005,1,1,0.24405,0.2438,0.244,0.244,"future","","","FTM",false,false,-0.0012279983626688497,0.03719447396386823,0.045191689869351036,5345430.7751,5345430.7751
"FTM/USD",true,false,0.00005,1,1,0.24435,0.24375,0.24415,0.24415,"spot","FTM","USD","",false,true,-0.00020475020475020476,0.03695052028031429,0.04695540308747856,218110.18205,218110.18205
"FTT-PERP",true,false,0.0005,0.1,0.1,27.8135,27.814,27.818,27.814,"future","","","FTT",false,false,0.00429680447734248,-0.005666279381535437,-0.007121566387634533,17293624.09,17293624.09
"FTT/BTC",true,false,1e-7,0.1,0.1,0.0007848,0.0007844,0.0007858,0.0007848,"spot","FTT","BTC","",false,true,0.004608294930875576,-0.031230712257745957,-0.028472394156969547,23.00828251,816113.9261346338
"FTT/USD",true,false,0.001,0.1,0.1,27.848,27.845,27.853,27.848,"spot","FTT","USD","",false,true,0.004508891534105256,-0.0046820829908145395,-0.006493043168034249,8086203.7821,8086203.7821
"FTT/USDT",true,false,0.001,0.1,0.1,27.848,27.836,27.852,27.848,"spot","FTT","USDT","",false,true,0.0045451266142413965,-0.004504182455136913,-0.005321998785584169,1266408.0192,1266302.628724642
"GBP/USD",true,false,0.0001,1,1,1.3824,1.382,1.3824,1.3824,"spot","GBP","USD","",false,true,0,0,0,26295.8487,26295.8487
"GBTC-0924",true,false,0.005,0.01,0.01,29.09,29.995,30.62,29.995,"future","","","GBTC",true,false,-0.0014980026631158455,0.02058523307247363,0.017987442728661124,0,0
"GBTC/USD",true,false,0.005,0.01,0.01,30.36,30.37,30.395,30.37,"spot","GBTC","USD","",true,true,-0.001643655489809336,0.025840229690930586,0.02324797843665768,16559.22825,16559.22825
"GDX-0924",true,false,0.005,0.01,0.01,34.31,34.23,34.71,34.31,"future","","","GDX",true,false,0,0,0,0,0
"GDX/USD",true,false,0.005,0.01,0.01,34.51,34.31,34.55,34.51,"spot","GDX","USD","",true,true,0,0,0,0,0
"GDXJ-0924",true,false,0.005,0.01,0.01,47.295,47.18,47.81,47.295,"future","","","GDXJ",true,false,0,0,0,0,0
"GDXJ/USD",true,false,0.005,0.01,0.01,47.28,47.28,47.595,47.28,"spot","GDXJ","USD","",true,true,0,-0.006618342262842736,0,236.34,236.34
"GLD-0924",true,false,0.025,0.01,0.01,167.85,166.7,167.875,167.85,"future","","","GLD",true,false,0,0,0,0,0
"GLD/USD",true,false,0.025,0.01,0.01,167.25,167.25,167.275,167.25,"spot","GLD","USD","",true,true,0,0,0,167.25,167.25
"GLXY/USD",true,false,0.001,0.1,0.1,19.377,19.257,19.421,19.377,"spot","GLXY","USD","",true,true,0,0.023018848001689456,0.021078147230858407,955.208,955.208
"GME-0924",true,false,0.01,0.01,0.01,196.19,196.87,198.87,196.87,"future","","","GME",true,false,0,0.001577126577126577,0.0015261738820776314,0,0
"GME/USD",true,false,0.025,0.01,0.01,204.275,202.5,204.275,204.275,"spot","GME","USD","",true,true,0,0.0029458696452681968,0.003068990915786889,6712.183,6712.183
"GOOGL-0924",true,false,0.1,0.001,0.001,2517.8,2491,2522.7,2517.8,"future","","","GOOGL",true,false,0,-0.0018236600063431653,-0.0018632309217046581,605.212,605.212
"GOOGL/USD",true,false,0.1,0.001,0.001,2513.5,2499,2513.5,2513.5,"spot","GOOGL","USD","",true,true,0,0.006487005966443759,0.006487005966443759,5219.6695,5219.6695
"GRT-PERP",true,false,0.00005,1,1,0.72505,0.7246,0.72535,0.72505,"future","","","GRT",false,false,0.014552578185125587,0.1686814958091554,0.062266500622665005,33462515.98175,33462515.98175
"GRT-0924",true,false,0.00005,1,1,0.695,0.69885,0.70205,0.69885,"future","","","GRT",false,false,0.01077523864622505,0.1761191518007405,0.06200136767722817,67468.647,67468.647
"GRT/USD",true,false,0.00005,1,1,0.7258,0.7258,0.72755,0.7258,"spot","GRT","USD","",false,true,0.013191875479863195,0.16472759367728476,0.062353629976580796,890702.5449,890702.5449
"GT/USD",true,false,0.0005,0.1,0.1,3.393,3.3845,3.4005,3.393,"spot","GT","USD","",false,true,-0.0002946375957572186,0.008470798038341507,0.021218961625282168,1111.91325,1111.91325
"HBAR-PERP",true,false,0.00005,1,1,0.19475,0.19465,0.19505,0.19475,"future","","","HBAR",false,false,-0.0010259040779687098,0.008806008806008805,0.006720082708710261,761376.64165,761376.64165
"HGET/USD",true,false,0.005,0.05,0.05,4.31,4.22,4.29,4.29,"spot","HGET","USD","",false,true,0,0.007042253521126761,0.0425273390036452,10915.88075,10915.88075
"HGET/USDT",true,false,0.005,0.05,0.05,4.295,4.215,4.29,4.29,"spot","HGET","USDT","",false,true,0,0.00468384074941452,0.0425273390036452,4215.84225,4215.491407607955
"HNT-PERP",true,false,0.0001,0.1,0.1,13.4746,13.4654,13.4778,13.4746,"future","","","HNT",false,false,0.007951646806250608,0.013562203350308027,0.0104459592210149,541830.99859,541830.99859
"HNT/USD",true,false,0.0001,0.1,0.1,13.4945,13.4441,13.4839,13.4839,"spot","HNT","USD","",false,true,0.008745417820004488,0.016502073124764417,0.013910924963718804,53227.37189,53227.37189
"HNT/USDT",true,false,0.0001,0.1,0.1,13.4749,13.3993,13.4725,13.4725,"spot","HNT","USDT","",false,true,0.011092182187966709,0.018706852878239106,0.016976659923306863,2734.148,2733.92046420344
"HOLY-PERP",true,false,0.0001,1,1,8.6277,8.6001,8.6183,8.6183,"future","","","HOLY",false,false,0.007387406342415635,0.012286080082690252,0.023137925303321698,28992.214,28992.214
"HOLY/USD",true,false,0.0001,1,1,8.5944,8.616,8.6613,8.616,"spot","HOLY","USD","",false,true,0.010058380811704298,0.0040202761754937946,0.010366339884609973,9965.1544,9965.1544
"HOOD/USD",true,false,0.005,0.01,0.01,82.215,82.05,82.24,82.215,"spot","HOOD","USD","",true,true,0,0.0021331058020477816,0.0021331058020477816,1479.295,1479.295
"HOT-PERP",true,false,0.000001,100,100,0.006203,0.006192,0.006209,0.006203,"future","","","HOT",false,false,0.0011297611362169142,0.023935292175635524,0.02664680569347898,354719.7914,354719.7914
"HT-PERP",true,false,0.0005,0.01,0.01,10.8185,10.819,10.82,10.819,"future","","","HT",false,false,0.008623502540437235,0.038042696090189496,0.033827042522694695,1162647.164745,1162647.164745
"HT/USD",true,false,0.0005,0.1,0.1,10.825,10.82,10.8245,10.8245,"spot","HT","USD","",false,true,0.010077917230439043,0.03871989252470972,0.03297070331138467,187019.28145,187019.28145
"HUM-PERP",true,false,0.000025,10,10,0.08725,0.087225,0.08785,0.08725,"future","","","HUM",false,false,-0.01938746838999719,0.06499847421422032,0.08082997832146176,111523.665,111523.665
"HUM/USD",true,false,0.000025,10,10,0.0876,0.08725,0.08795,0.0876,"spot","HUM","USD","",false,true,-0.027207107162687396,0.06149651620720994,0.08214947498455837,18334.5945,18334.5945
"HXRO/USD",true,false,0.00005,1,1,0.5575,0.55585,0.5575,0.5575,"spot","HXRO","USD","",false,true,0,0.0017069445692210943,0.001257183908045977,21677.291,21677.291
"HXRO/USDT",true,false,0.00005,1,1,0.55555,0.5556,0.55765,0.5556,"spot","HXRO","USDT","",false,true,0,-0.0016172506738544475,-0.0016172506738544475,140.63205,140.620346600799
"ICP-PERP",true,false,0.01,0.01,0.01,48.2,48.17,48.2,48.2,"future","","","ICP",false,false,0.0012463647694225177,0.03544575725026853,-0.022114019070805437,60341401.9732,60341401.9732
"IOTA-PERP",true,false,0.0001,1,1,0.835,0.8347,0.8369,0.835,"future","","","IOTA",false,false,-0.00047881254488867607,0.010528863608858768,0.013841670713938806,871423.7588,871423.7588
"JST/USD",true,false,0.000005,10,10,0.05412,0.05329,0.05389,0.05389,"spot","JST","USD","",false,true,-0.004249815225424981,0.02530441400304414,0.02491441612780525,420.8661,420.8661
"KAVA-PERP",true,false,0.0005,0.1,0.1,4.6695,4.6675,4.676,4.6695,"future","","","KAVA",false,false,0.012247994797311944,0.11152106641275887,0.09715695488721804,2272838.50505,2272838.50505
"KIN-PERP",true,false,1e-8,10000,10000,0.00004649,0.00004633,0.00004637,0.00004637,"future","","","KIN",false,false,0.014660831509846827,0.03968609865470852,0.04460464068483893,231254.335,231254.335
"KIN/USD",true,false,1e-8,10000,10000,0.00004636,0.00004625,0.00004634,0.00004634,"spot","KIN","USD","",false,true,0.014892685063512922,0.039013452914798206,0.04369369369369369,114942.2979,114942.2979
"KNC-PERP",true,false,0.0001,0.1,0.1,1.6495,1.6483,1.65,1.6495,"future","","","KNC",false,false,0.0023699562469615947,0.02504349987571464,0.028623098029433774,1148827.03813,1148827.03813
"KNC/USD",true,false,0.0001,0.1,0.1,1.6685,1.6481,1.6519,1.6519,"spot","KNC","USD","",false,true,0.004499847978108848,0.026216065105299124,0.0316637521858606,302.15509,302.15509
"KNC/USDT",true,false,0.0001,0.1,0.1,1.6509,1.6477,1.6522,1.6509,"spot","KNC","USDT","",false,true,0.0018812962738196384,0.02254567977702075,0.031168019987507806,12688.86511,12687.809142645547
"KSM-PERP",true,false,0.01,0.01,0.01,211.36,211.17,211.43,211.36,"future","","","KSM",false,false,0.006045028321195678,0.013862905933707488,0.025123678339315163,8560712.0681,8560712.0681
"LB-0812",true,false,0.05,0.001,0.001,379.05,378.85,384.05,379.05,"future","","","LB",true,false,0,-0.014174252275682704,-0.01404603979711276,22854.2916,22854.2916
"LEO-PERP",true,false,0.0001,1,1,2.3234,2.3175,2.3234,2.3234,"future","","","LEO",false,false,0.01017391304347826,-0.021066823965618944,-0.015550188551332571,766739.8195,766739.8195
"LEO/USD",true,false,0.0001,1,1,2.3184,2.3141,2.3216,2.3184,"spot","LEO","USD","",false,true,0.013375295043273014,-0.01804320203303685,-0.01600101863248589,501154.4754,501154.4754
"LINA-PERP",true,false,0.000005,10,10,0.030415,0.030325,0.03037,0.03037,"future","","","LINA",false,false,0.017931959108429697,0.13257505127727018,0.11347387717690192,2620480.09495,2620480.09495
"LINA/USD",true,false,0.000005,10,10,0.030495,0.030425,0.03049,0.03049,"spot","LINA","USD","",false,true,0.019902993811674194,0.13641446142377936,0.11787351054078826,140346.3083,140346.3083
"LINK-PERP",true,false,0.0005,0.1,0.1,19.334,19.3385,19.34,19.3385,"future","","","LINK",false,false,0.013176507570597788,0.03764017814025863,0.04264725704272813,52121283.94785,52121283.94785
"LINK-0924",true,false,0.0005,0.1,0.1,19.4475,19.429,19.454,19.4475,"future","","","LINK",false,false,0.013682564503518374,0.03916749044858265,0.0436007512744835,825898.10565,825898.10565
"LINK/BTC",true,false,5e-8,0.1,0.1,0.00054545,0.00054485,0.00054605,0.00054545,"spot","LINK","BTC","",false,true,0.015830151783220038,0.01215438856930785,0.020390983069871856,11.415445135,404910.8725803521
"LINK/USD",true,false,0.0005,0.1,0.1,19.3575,19.3405,19.3585,19.3575,"spot","LINK","USD","",false,true,0.013455145153268238,0.03896626680621528,0.04412200976293859,2896629.58395,2896629.58395
"LINK/USDT",true,false,0.0005,0.1,0.1,19.332,19.3275,19.347,19.332,"spot","LINK","USDT","",false,true,0.012676794133053955,0.037235754909325035,0.042802815761793025,429169.9577,429134.2421761202
"LRC-PERP",true,false,0.00005,1,1,0.2637,0.26355,0.26375,0.2637,"future","","","LRC",false,false,-0.008087267255971413,0.03229594832648268,0.018146718146718147,505839.73555,505839.73555
"LRC/USD",true,false,0.00005,1,1,0.2632,0.26335,0.26595,0.26335,"spot","LRC","USD","",false,true,-0.0071630537229029215,0.029917872506843957,0.012884615384615385,1771.4642,1771.4642
"LTC-PERP",true,false,0.01,0.01,0.01,145.67,145.62,145.66,145.66,"future","","","LTC",false,false,-0.000891693531792304,0.041321132399199316,0.04042857142857143,33641892.4265,33641892.4265
"LTC-0924",true,false,0.01,0.01,0.01,146.67,146.48,146.6,146.6,"future","","","LTC",false,false,-0.0012263251124131353,0.04193319118692253,0.040897472309003126,487892.5204,487892.5204
"LTC/BTC",true,false,2.5e-7,0.01,0.01,0.004099,0.0041065,0.00411025,0.0041065,"spot","LTC","BTC","",false,true,0.0004263353431999513,0.013075120266436414,0.01608313744896697,3.525308275,125044.2389993569
"LTC/USD",true,false,0.005,0.01,0.01,145.75,145.66,145.715,145.715,"spot","LTC","USD","",false,true,-0.0011995338954006443,0.04119328331546981,0.0409329571025467,6818733.64345,6818733.64345
"LTC/USDT",true,false,0.005,0.01,0.01,145.76,145.625,145.68,145.68,"spot","LTC","USDT","",false,true,-0.0005488474204171241,0.041091974558707924,0.04094319399785638,5011702.4782,5011285.404319764
"LUA/USD",true,false,0.00025,0.1,0.1,0.05225,0.05275,0.05325,0.05275,"spot","LUA","USD","",false,true,0,0.03940886699507389,0.03940886699507389,10114.349025,10114.349025
"LUA/USDT",true,false,0.00025,0.1,0.1,0.053,0.05275,0.05325,0.053,"spot","LUA","USDT","",false,true,0.004739336492890996,0.04433497536945813,0.04433497536945813,7675.898025,7675.259236766359
"LUNA-PERP",true,false,0.001,0.1,0.1,5.952,5.948,5.954,5.952,"future","","","LUNA",false,false,-0.007007007007007007,0.022856160852380136,0.02638385928608381,9133883.1484,9133883.1484
"MAPS-PERP",true,false,0.0001,1,1,0.5154,0.5152,0.516,0.5154,"future","","","MAPS",false,false,0.0033093245084679776,0.014766686355581808,0.012374779021803181,34251.4481,34251.4481
"MAPS/USD",true,false,0.0001,1,1,0.5144,0.5138,0.517,0.5144,"spot","MAPS","USD","",false,true,0.0039032006245121,0.014795817715525744,0.01021209740769835,3157.5428,3157.5428
"MAPS/USDT",true,false,0.0001,1,1,0.5118,0.5133,0.5169,0.5133,"spot","MAPS","USDT","",false,true,0.0025390625,0.01543026706231454,0.014627396718719115,12679.8231,12678.767885121619
"MATH/USD",true,false,0.0001,0.1,0.1,1.068,1.068,1.076,1.068,"spot","MATH","USD","",false,true,-0.0004679457182966776,-0.007434944237918215,-0.007434944237918215,1274.9339,1274.9339
"MATH/USDT",true,false,0.0001,0.1,0.1,1.0667,1.0668,1.0826,1.0668,"spot","MATH","USDT","",false,true,-0.0017778609525591841,-0.008365867261572783,-0.008365867261572783,10170.47713,10169.630742893241
"MATIC-PERP",true,false,0.0000025,1,1,1.1549025,1.155185,1.1551875,1.155185,"future","","","MATIC",false,false,-0.003218527674592183,0.01997686656777566,0.032461467648018306,57641727.3816475,57641727.3816475
"MATIC/BTC",true,false,1e-8,10,10,0.00003268,0.00003253,0.00003262,0.00003262,"spot","MATIC","BTC","",false,true,0.0015351550506601166,-0.0036652412950519244,0.012414649286157667,0.3210469,11387.67510866908
"MATIC/USD",true,false,0.000001,10,10,1.155241,1.154691,1.155301,1.155241,"spot","MATIC","USD","",false,true,-0.0023075999664914377,0.020407424189828615,0.03350265523460536,6253877.98992,6253877.98992
"MEDIA-PERP",true,false,0.1,0.01,0.01,43.5,43.4,43.5,43.5,"future","","","MEDIA",false,false,0,-0.0022935779816513763,0.002304147465437788,30526.446,30526.446
"MEDIA/USD",true,false,0.1,0.01,0.01,43.3,43.5,43.7,43.5,"spot","MEDIA","USD","",false,true,0,-0.0022935779816513763,0,7417.341,7417.341
"MER-PERP",true,false,0.0001,1,1,0.4844,0.4844,0.4862,0.4844,"future","","","MER",false,false,-0.0026765493102738317,-0.0006189395502372602,0.002898550724637681,14083.7653,14083.7653
"MER/USD",true,false,0.0001,1,1,0.4839,0.483,0.4839,0.4839,"spot","MER","USD","",false,true,0,0.00020669698222405952,-0.002268041237113402,7110.8202,7110.8202
"MID-PERP",true,false,0.1,0.001,0.001,2987.6,2987.5,2992.2,2987.6,"future","","","MID",false,false,0.0001004251330633013,0.02638449910677477,0.02624347348172575,3270061.4403,3270061.4403
"MID-0924",true,false,0.1,0.001,0.001,2995.5,2978,2982.2,2982.2,"future","","","MID",false,false,0.0015448683503492746,0.02717597216960011,0.027105217840537283,134834.9287,134834.9287
"MKR-PERP",true,false,0.5,0.001,0.001,2829,2825.5,2828,2828,"future","","","MKR",false,false,0.001771165426850868,0.06737120211360634,0.07243079256731134,4298786.246,4298786.246
"MKR/USD",true,false,0.5,0.001,0.001,2826,2824,2826.5,2826,"spot","MKR","USD","",false,true,0.00017695983011856308,0.06661634270617098,0.07065732146239818,861304.8365,861304.8365
"MKR/USDT",true,false,0.5,0.001,0.001,2825,2822,2832.5,2825,"spot","MKR","USDT","",false,true,-0.00017695983011856308,0.06664149518595432,0.07332826747720365,396546.2195,396513.2189236132
"MOB/USD",true,false,0.0005,0.5,0.5,10.1655,10.1655,10.205,10.1655,"spot","MOB","USD","",false,true,-0.0038706516413522783,0.006784193324749926,0.007183196274645794,32305.75925,32305.75925
"MOB/USDT",true,false,0.0005,0.5,0.5,10.169,10.1385,10.241,10.169,"spot","MOB","USDT","",false,true,0.0005903768572271967,0.014515887663989624,0.016087130295763388,67850.1735,67844.52700856133
"MRNA-0924",true,false,0.01,0.01,0.01,234.34,232.25,235.11,234.34,"future","","","MRNA",true,false,0,0,0,0,0
"MRNA/USD",true,false,0.025,0.005,0.005,234.375,233,234.35,234.35,"spot","MRNA","USD","",true,true,0,-0.00010666666666666667,-0.00010666666666666667,0,0
"MSTR-0924",true,false,0.025,0.005,0.005,679.05,640,680.1,679.05,"future","","","MSTR",true,false,0,0.061015625,0.061015625,17934.475125,17934.475125
"MSTR/USD",true,false,0.25,0.005,0.005,637,637.25,672.75,637.25,"spot","MSTR","USD","",true,true,0.0003924646781789639,-0.01810477657935285,-0.01810477657935285,949.29375,949.29375
"MTA-PERP",true,false,0.0005,1,1,0.748,0.746,0.753,0.748,"future","","","MTA",false,false,-0.0039946737683089215,0.026767330130404943,0.0013386880856760374,24963.484,24963.484
"MTA/USD",true,false,0.0005,1,1,0.75,0.7445,0.753,0.75,"spot","MTA","USD","",false,true,-0.0046449900464499,0.023192360163710776,0.0033444816053511705,31903.7275,31903.7275
"MTA/USDT",true,false,0.0005,1,1,0.7545,0.744,0.756,0.7545,"spot","MTA","USDT","",false,true,0.008016032064128256,0.029331514324693043,0.012072434607645875,21835.5185,21833.70134815043
"MTL-PERP",true,false,0.0005,0.1,0.1,1.873,1.8685,1.875,1.873,"future","","","MTL",false,false,0.013253989721395727,0.03824833702882483,0.008616047388260635,371829.16745,371829.16745
"MTL/USD",true,false,0.0005,0.1,0.1,1.767,1.8685,1.947,1.8685,"spot","MTL","USD","",false,true,0.00836481381543443,-0.006117021276595745,-0.012420718816067653,26.1516,26.1516
"MVDA10-PERP",true,false,2.5,0.0001,0.0001,19540,19512.5,19530,19530,"future","","","MVDA10",false,false,0.0033393269971744156,0.037863690713431646,0.03717472118959108,7273498.20375,7273498.20375
